timestamp,open,high,low,close,volume
2019-08-19,1.10952,1.11137,1.1075,1.10813,0.0
2019-08-20,1.10823,1.1107,1.1064,1.1099,0.0
2019-08-21,1.10991,1.11071,1.10794,1.1091,0.0
2019-08-22,1.10912,1.11133,1.1062,1.1082,0.0
2019-08-23,1.10821,1.11532,1.105,1.11431,0.0
2019-08-26,1.1154,1.11541,1.1093,1.10994,0.0
2019-08-27,1.10996,1.11161,1.1084,1.10911,0.0
2019-08-28,1.1092,1.10981,1.1072,1.1083,0.0
2019-08-29,1.10844,1.10934,1.1041,1.10577,0.0
2019-08-30,1.10583,1.10605,1.0961,1.0989,0.0
2019-09-02,1.0992,1.09944,1.0956,1.09662,0.0
2019-09-03,1.09664,1.09789,1.0924,1.09709,0.0
2019-09-04,1.097,1.10385,1.0967,1.10337,0.0
2019-09-05,1.1034,1.10847,1.1016,1.1035,0.0
2019-09-06,1.10355,1.10573,1.1018,1.10289,0.0
2019-09-09,1.10249,1.10681,1.1014,1.10487,0.0
2019-09-10,1.10487,1.10595,1.1029,1.1048,0.0
2019-09-11,1.10489,1.10555,1.0983,1.10102,0.0
2019-09-12,1.10095,1.10873,1.0926,1.10581,0.0
2019-09-13,1.10581,1.11096,1.1054,1.1071,0.0
2019-09-16,1.10789,1.10864,1.0992,1.10048,0.0
2019-09-17,1.1005,1.10746,1.0989,1.1071,0.0
2019-09-18,1.1071,1.10757,1.1012,1.10313,0.0
2019-09-19,1.10312,1.10735,1.1021,1.10447,0.0
2019-09-20,1.10448,1.10677,1.0995,1.1017,0.0
2019-09-23,1.10177,1.10255,1.0964,1.09952,0.0
2019-09-24,1.09953,1.10241,1.0982,1.10188,0.0
2019-09-25,1.1019,1.10196,1.0936,1.09491,0.0
2019-09-26,1.09493,1.09674,1.0908,1.09201,0.0
2019-09-27,1.09201,1.09587,1.0904,1.09394,0.0
2019-09-30,1.09445,1.09478,1.0884,1.08983,0.0
2019-10-01,1.08984,1.09428,1.0878,1.09312,0.0
2019-10-02,1.09312,1.09637,1.0903,1.09594,0.0
2019-10-03,1.09595,1.09994,1.0939,1.09719,0.0
2019-10-04,1.09718,1.0999,1.0956,1.0975,0.0
2019-10-07,1.09812,1.10006,1.096,1.09719,0.0
2019-10-08,1.097,1.09961,1.0939,1.09582,0.0
2019-10-09,1.09584,1.09906,1.0953,1.09847,0.0
2019-10-10,1.09843,1.10339,1.0978,1.10071,0.0
2019-10-11,1.10069,1.10628,1.1,1.1035,0.0
2019-10-14,1.10299,1.10428,1.1012,1.10276,0.0
2019-10-15,1.10276,1.10461,1.0989,1.10326,0.0
2019-10-16,1.10334,1.10856,1.1021,1.10747,0.0
2019-10-17,1.10747,1.11398,1.1063,1.11244,0.0
2019-10-18,1.11251,1.1183,1.1113,1.1182,0.0
2019-10-21,1.11573,1.11795,1.1138,1.11495,0.0
2019-10-22,1.11496,1.1157,1.1116,1.11306,0.0
2019-10-23,1.11306,1.11405,1.1105,1.11321,0.0
2019-10-24,1.11325,1.1163,1.1091,1.11034,0.0
2019-10-25,1.1102,1.11231,1.1071,1.10799,0.0
2019-10-28,1.10818,1.11067,1.1071,1.10978,0.0
2019-10-29,1.10979,1.11185,1.1072,1.11117,0.0
2019-10-30,1.11119,1.11551,1.1079,1.11528,0.0
2019-10-31,1.11529,1.11758,1.113,1.11514,0.0
2019-11-01,1.11516,1.11718,1.1127,1.1164,0.0
2019-11-04,1.11649,1.11755,1.112,1.11218,0.0
2019-11-05,1.11219,1.11402,1.1062,1.1075,0.0
2019-11-06,1.1075,1.10928,1.1063,1.10673,0.0
2019-11-07,1.10675,1.10916,1.1035,1.10491,0.0
2019-11-08,1.1049,1.10554,1.1015,1.10189,0.0
2019-11-11,1.10199,1.10431,1.1015,1.10314,0.0
2019-11-12,1.10314,1.10386,1.1001,1.10109,0.0
2019-11-13,1.10109,1.10203,1.0994,1.1008,0.0
2019-11-14,1.10079,1.10275,1.0988,1.10217,0.0
2019-11-15,1.10218,1.1057,1.1013,1.10512,0.0
2019-11-18,1.10515,1.109,1.1049,1.10714,0.0
2019-11-19,1.10712,1.10839,1.1061,1.10774,0.0
2019-11-20,1.10776,1.10815,1.1051,1.1076,0.0
2019-11-21,1.10759,1.1097,1.1051,1.1061,0.0
2019-11-22,1.10618,1.10876,1.1013,1.1022,0.0
2019-11-25,1.10218,1.10323,1.1002,1.10137,0.0
2019-11-26,1.10137,1.10256,1.1006,1.10234,0.0
2019-11-27,1.10234,1.10234,1.099,1.10054,0.0
2019-11-28,1.10049,1.1018,1.0999,1.1009,0.0
2019-11-29,1.10108,1.10283,1.098,1.10173,0.0
2019-12-02,1.10209,1.10907,1.1001,1.10762,0.0
2019-12-03,1.10762,1.10936,1.1065,1.10816,0.0
2019-12-04,1.10816,1.11162,1.1065,1.1078,0.0
2019-12-05,1.10779,1.11081,1.1077,1.11039,0.0
2019-12-06,1.11043,1.11097,1.1038,1.10564,0.0
2019-12-09,1.10573,1.1078,1.1052,1.10647,0.0
2019-12-10,1.10652,1.10978,1.1061,1.10929,0.0
2019-12-11,1.10929,1.11448,1.1069,1.11328,0.0
2019-12-12,1.1133,1.11996,1.11019,1.11834,0.0
2019-12-13,1.11833,1.11934,1.111,1.11223,0.0
2019-12-16,1.1129,1.11581,1.1121,1.11372,0.0
2019-12-17,1.11375,1.11747,1.1128,1.11527,0.0
2019-12-18,1.11527,1.11531,1.1109,1.1115,0.0
2019-12-19,1.11162,1.11443,1.1106,1.11237,0.0
2019-12-20,1.11239,1.1125,1.1065,1.10768,0.0
2019-12-23,1.10781,1.1096,1.1068,1.10899,0.0
2019-12-24,1.10901,1.1094,1.1068,1.10877,0.0
2019-12-25,1.10874,1.11023,1.1072,1.1091,0.0
2019-12-26,1.10911,1.1109,1.1081,1.10953,0.0
2019-12-27,1.10955,1.11883,1.1095,1.11754,0.0
2019-12-30,1.11791,1.1221,1.11756,1.11989,0.0
2019-12-31,1.11989,1.12393,1.1197,1.12129,0.0
2020-01-01,1.12123,1.12214,1.1208,1.12145,0.0
2020-01-02,1.12145,1.12245,1.1162,1.11713,0.0
2020-01-03,1.11713,1.118,1.1123,1.11598,0.0
2020-01-06,1.11596,1.12055,1.1155,1.11955,0.0
2020-01-07,1.11956,1.11976,1.1132,1.11477,0.0
2020-01-08,1.11475,1.11682,1.11,1.11097,0.0
2020-01-09,1.11096,1.11204,1.1092,1.1106,0.0
2020-01-10,1.11065,1.11292,1.1084,1.112,0.0
2020-01-13,1.11168,1.1147,1.1111,1.11352,0.0
2020-01-14,1.11353,1.11446,1.1103,1.1126,0.0
2020-01-15,1.11263,1.11634,1.1117,1.11517,0.0
2020-01-16,1.11516,1.11728,1.1127,1.11368,0.0
2020-01-17,1.11373,1.11426,1.1084,1.1088,0.0
2020-01-20,1.10908,1.11024,1.1075,1.10964,0.0
2020-01-21,1.10963,1.1118,1.1079,1.10824,0.0
2020-01-22,1.10823,1.10985,1.1069,1.1092,0.0
2020-01-23,1.10931,1.11087,1.1035,1.10554,0.0
2020-01-24,1.10553,1.10617,1.1019,1.10251,0.0
2020-01-27,1.10303,1.10376,1.1008,1.1018,0.0
2020-01-28,1.1018,1.10253,1.0996,1.10217,0.0
2020-01-29,1.10218,1.10277,1.0991,1.1009,0.0
2020-01-30,1.101,1.10394,1.1005,1.10309,0.0
2020-01-31,1.10318,1.10957,1.1015,1.10917,0.0
2020-02-03,1.10844,1.1091,1.10346,1.10588,0.0
2020-02-04,1.10589,1.10642,1.1031,1.10443,0.0
2020-02-05,1.10447,1.10479,1.0992,1.09995,0.0
2020-02-06,1.09996,1.1014,1.0963,1.098,0.0
2020-02-07,1.09808,1.0985,1.094,1.0944,0.0
2020-02-10,1.09436,1.09575,1.0907,1.091,0.0
2020-02-11,1.09107,1.09248,1.0891,1.09187,0.0
2020-02-12,1.0919,1.09256,1.0863,1.08714,0.0
2020-02-13,1.08717,1.0889,1.0833,1.08399,0.0
2020-02-14,1.08404,1.08612,1.0826,1.08301,0.0
