timestamp,open,high,low,close,volume
2006-12-29,0.6715,0.6715,0.6715,0.6715,0.0
2007-01-02,0.6735,0.6735,0.6735,0.6735,0.0
2007-01-03,0.6747,0.6747,0.6747,0.6747,0.0
2007-01-04,0.6739,0.6739,0.6739,0.6739,0.0
2007-01-05,0.6747,0.6747,0.6747,0.6747,0.0
2007-01-08,0.6731,0.6731,0.6731,0.6731,0.0
2007-01-09,0.67025,0.67025,0.67025,0.67025,0.0
2007-01-10,0.6702,0.6702,0.6702,0.6702,0.0
2007-01-11,0.6654,0.6654,0.6654,0.6654,0.0
2007-01-12,0.66165,0.66165,0.66165,0.66165,0.0
2007-01-15,0.65845,0.65845,0.65845,0.65845,0.0
2007-01-16,0.6592,0.6592,0.6592,0.6592,0.0
2007-01-17,0.65685,0.65685,0.65685,0.65685,0.0
2007-01-18,0.6565,0.6565,0.6565,0.6565,0.0
2007-01-19,0.6565,0.6565,0.6565,0.6565,0.0
2007-01-22,0.65485,0.65485,0.65485,0.65485,0.0
2007-01-23,0.6552,0.6552,0.6552,0.6552,0.0
2007-01-24,0.6595,0.6595,0.6595,0.6595,0.0
2007-01-25,0.6585,0.6585,0.6585,0.6585,0.0
2007-01-26,0.65825,0.65825,0.65825,0.65825,0.0
2007-01-29,0.6602,0.6602,0.6602,0.6602,0.0
2007-01-30,0.6603,0.6603,0.6603,0.6603,0.0
2007-01-31,0.66325,0.66325,0.66325,0.66325,0.0
2007-02-01,0.6613,0.6613,0.6613,0.6613,0.0
2007-02-02,0.66135,0.66135,0.66135,0.66135,0.0
2007-02-05,0.66115,0.66115,0.66115,0.66115,0.0
2007-02-06,0.6578,0.6578,0.6578,0.6578,0.0
2007-02-07,0.6585,0.6585,0.6585,0.6585,0.0
2007-02-08,0.6632,0.6632,0.6632,0.6632,0.0
2007-02-09,0.66755,0.66755,0.66755,0.66755,0.0
2007-02-12,0.66565,0.66565,0.66565,0.66565,0.0
2007-02-13,0.66995,0.66995,0.66995,0.66995,0.0
2007-02-14,0.6693,0.6693,0.6693,0.6693,0.0
2007-02-15,0.67115,0.67115,0.67115,0.67115,0.0
2007-02-16,0.6731,0.6731,0.6731,0.6731,0.0
2007-02-19,0.6751,0.6751,0.6751,0.6751,0.0
2007-02-20,0.6733,0.6733,0.6733,0.6733,0.0
2007-02-21,0.6726,0.6726,0.6726,0.6726,0.0
2007-02-22,0.6719,0.6719,0.6719,0.6719,0.0
2007-02-23,0.6692,0.6692,0.6692,0.6692,0.0
2007-02-26,0.6706,0.6706,0.6706,0.6706,0.0
2007-02-27,0.6737,0.6737,0.6737,0.6737,0.0
2007-02-28,0.67365,0.67365,0.67365,0.67365,0.0
2007-03-01,0.67365,0.67365,0.67365,0.67365,0.0
2007-03-02,0.6768,0.6768,0.6768,0.6768,0.0
2007-03-05,0.6822,0.6822,0.6822,0.6822,0.0
2007-03-06,0.67965,0.67965,0.67965,0.67965,0.0
2007-03-07,0.6812,0.6812,0.6812,0.6812,0.0
2007-03-08,0.6814,0.6814,0.6814,0.6814,0.0
2007-03-09,0.6806,0.6806,0.6806,0.6806,0.0
